# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
peak0	Hint3 (-37397)
peak6319	Ceacam19 (+10960)
peak6320	Tubd1 (+34142)
peak6321	Dbx1 (+35074)
peak6322	Pogk (+584)
peak6323	Plcl1 (+212559)
peak6324	Scgb1a1 (-16107)
peak6325	Fkbp7 (+4429)
peak6326	Sdccag8 (+34181)
peak6327	Tcf12 (+725)
peak6328	Ociad1 (-5869)
peak6329	Gm7334 (+33610)
peak6330	Eya2 (-130)
peak6331	Plcb1 (+129996)
peak6332	2210407C18Rik (+5849)
peak6333	Pstpip2 (+43136)
peak6334	Amer2 (-31263)
peak6335	Lhx2 (+18176)
peak6336	Gm10309 (-2533)
peak6337	Tle4 (+210026)
peak6338	Tspan15 (-105)
peak6339	Mgat5 (+65769)
peak6340	Pten (+195129)
peak6341	Prag1 (+70288)
peak6342	Map3k8 (-35)
peak6343	Fam207a (-4942)
peak6344	Sin3a (-446)
peak6345	Nedd4l (+33267)
peak6346	Cdc42ep3 (+6995)
peak6347	Utp14a (+28582)
peak6348	Tmppe (+39757)
peak6349	E130116L18Rik (-73874)
peak6350	Zpld1 (-201869)
peak6351	Ttn (+118618)
peak6352	Schip1 (+116880)
peak6353	Slc26a3 (-22058)
peak6354	Mtap (-98078)
peak6355	March6 (+28549)
peak6356	Rgs21 (+49137)
peak6357	Cyp20a1 (-102640)
peak6358	Stambpl1 (+7467)
peak6359	Irf2bp2 (-93035)
peak6360	Sh3bgrl3 (+11628)
peak6361	Trex1 (+6923)
peak6362	Zfp516 (-3448)
peak6363	Mdm1 (-38252)
peak6364	Stard5 (+27586)
peak6365	Fam193a (+61051)
peak6366	Kcnt1 (-3494)
peak6367	Plppr4 (+59667)
peak6368	Sin3a (-169)
peak6369	Nfat5 (-2011)
peak6370	Btnl2 (+340)
peak6371	Creb3l2 (+10660)
peak6372	Spink2 (-6516)
peak6373	Dgkh (+37153)
peak6374	Meltf (-45628)
peak6375	Deup1 (+8710)
peak6376	Plet1 (-64129)
peak6377	Vrk1 (+262602)
peak6378	Tlk1 (+35223)
peak6379	Sgip1 (-191177)
peak6380	Sumf1 (+15893)
peak6381	Id2 (-119764)
peak6382	Zfp53 (-16329)
peak6383	Zfp36 (-962)
peak6384	Car8 (+325843)
peak6385	Rnf19b (-22997)
peak6386	Snx30 (+870)
peak6387	Ppp5c (+2944)
peak6388	Ecm1 (-24)
peak6389	Ptger4 (-273969)
peak6390	Pigk (+100011)
peak6391	Trio (-55470)
peak6392	Dock10 (+155139)
peak6393	Ndst3 (-64290)
peak6394	Hnrnpul1 (+27)
peak6395	Yipf6 (-447)
peak6396	Epas1 (+143)
peak6397	Plcl1 (+4942)
peak6398	Plekhg3 (+19146)
peak6399	Themis2 (+12486)
peak6400	Rab31 (+32410)
peak6401	Atp10a (-182858)
peak6402	Akap13 (+145310)
peak6403	Rbp7 (-14747)
peak6404	S1pr3 (-2531)
peak6405	Eepd1 (-8531)
peak6406	Sptlc1 (+43463)
peak6407	Vash1 (-86013)
peak6408	Gdpd5 (-6937)
peak6409	Nrip1 (+123963)
peak6410	Lhpp (+31186)
peak6411	Map10 (-20265)
peak6412	Adamts6 (-8365)
peak6413	Cxcl12 (+262863)
peak6414	Rmi2 (+33817)
peak6415	Cnbd2 (-53649)
peak6416	Ahr (+745)
peak6417	Psmc6 (-1656)
peak6418	Retreg1 (-20432)
peak6419	Fam117a (-3607)
peak6420	Tmem37 (+16737)
peak6421	Glrp1 (+35249)
peak6422	Smad2 (+5411)
peak6423	Eif4e3 (+11113)
peak6424	Sema4a (+1592)
peak6425	Il6st (-36505)
peak6426	Uaca (+218847)
peak6427	Efcab5 (-25971)
peak6428	Klrb1f (+6027)
peak6429	Npas4 (-3113)
peak6430	Gm5218 (-40203)
peak6431	Ank3 (+26899)
peak6432	Etv4 (+8303)
peak6433	Wwox (+375830)
peak6434	Myc (-444082)
peak6435	Ints8 (+18646)
peak6436	Syne2 (+48594)
peak6437	Ptges (-17062)
peak6438	1700012B07Rik (+35873)
peak6439	Prr36 (+2899)
peak6440	Mdc1 (+197)
peak6441	Cd82 (+8173)
peak6442	Tor4a (+3338)
peak6443	Tmco1 (+4160)
peak6444	Kif5c (-2344)
peak6445	Klf2 (+41432)
peak6446	Gimap1 (-6060)
peak6447	Vstm5 (-53379)
peak6448	Il18rap (+14133)
peak6449	Cdc42ep2 (-5602)
peak6450	Fosl2 (-46162)
peak6451	Kin (+20705)
peak6452	Dok1 (+23239)
peak6453	Siglecg (-8520)
peak6454	Arnt2 (-5352)
peak6455	Gm765 (-255031)
peak6456	Car8 (-43)
peak6457	Tmem140 (-28768)
peak6458	Kif11 (+15639)
peak6459	Ripor2 (+46129)
peak6460	Maf (-20899)
peak6461	4930523C07Rik (-30218)
peak6462	4930523C07Rik (-30578)
peak6463	Mcidas (+5255)
peak6464	Eno4 (-32389)
peak6465	Dgcr6 (-29839)
peak6466	P4ha2 (+60211)
peak6467	2010107G23Rik (+44632)
peak6468	Ifi209 (-175)
peak6469	Psmb2 (+5607)
peak6470	Cnst (+13514)
peak6471	Cyp7b1 (-559)
peak6472	Med13l (-101434)
peak6473	1500015O10Rik (+35923)
peak6474	Rhoq (-503)
peak6475	Ankdd1a (-15185)
peak6476	Zscan2 (-1203)
peak6477	Tpm3 (+7494)
peak6478	Pdcd4 (-21946)
peak6479	Fam208a (-87206)
peak6480	Tnfrsf1b (-19814)
peak6481	Fxyd4 (-444)
peak6482	Tiam1 (+102490)
peak6483	Sesn1 (+83991)
peak6484	Efcab5 (+28455)
peak6485	Tph2 (-13292)
peak6486	Myc (+801203)
peak6487	B3galnt1 (+38866)
peak6488	Cdhr3 (-97471)
peak6489	Rap2a (-523)
peak6490	Dusp2 (-157)
peak6491	Vps37b (+19255)
peak6492	Stap1 (+14)
peak6493	Ktn1 (+209836)
peak6494	Tagap (-36732)
peak6495	Mef2b (-129)
peak6496	Ptk7 (+7018)
peak6497	Vmn1r15 (+14610)
peak6498	Zbtb7c (-7)
peak6499	Pon2 (+3226)
peak6500	Tmod4 (+1527)
peak6501	Cd2bp2 (+18878)
peak6502	Npc1 (+12300)
peak6503	Mgat5 (+176218)
peak6504	Sdhaf1 (+798)
peak6505	Metrnl (+1202)
peak6506	Fcgr3 (+14416)
peak6507	Rcc1l (+9893)
peak6508	Ncoa2 (+80453)
peak6509	Psen2 (+26571)
peak6510	Runx3 (-75687)
peak6511	Lyrm4 (-85716)
peak6512	Prex1 (+160158)
peak6513	Cd52 (-3723)
peak6514	Id2 (-93446)
peak6515	Foxa2 (+301772)
peak6516	Zc3h12c (+9394)
peak6517	Cdkl4 (-13583)
peak6518	Cblb (+29557)
peak6519	Zfp703 (-13755)
peak6520	Eya3 (-14628)
peak6521	Otud7b (-5783)
peak6522	Pabpc2 (+169034)
peak6523	Zfp536 (+279397)
peak6524	Gm16494 (-154251)
peak6525	Fzd7 (-88177)
peak6526	Id2 (-358649)
peak6527	Trat1 (+144453)
peak6528	Bmpr1b (-144169)
peak6529	Pmaip1 (+19487)
peak6530	NONE
peak6531	Dync2li1 (+7262)
peak6532	1700021F07Rik (+12162)
peak6533	Gm9961 (-172112)
peak6534	Adgrg1 (-23341)
peak6535	Cdan1 (+223)
peak6536	Paqr8 (+517)
peak6537	Birc3 (+17454)
peak6538	Runx1 (+7546)
peak6539	Pgs1 (+3802)
peak6540	Itpkb (-17382)
peak6541	Ceacam9 (+7848)
peak6542	Ggta1 (-34154)
peak6543	Il21r (-106)
peak6544	1700029H14Rik (-32589)
peak6545	Daam1 (+77578)
peak6546	Msx1 (-23549)
peak6547	Gna14 (+78753)
peak6548	Nxnl2 (+31908)
peak6549	Als2cr12 (+28877)
peak6550	Rngtt (+157600)
peak6551	Mdfic (+6004)
peak6552	Cd83 (+281091)
peak6553	Tdrd12 (-8308)
peak6554	Synpo (-6367)
peak6555	Ky (+15791)
peak6556	Srsf6 (+383)
peak6557	E2f2 (+13137)
peak6558	Stk17b (-53087)
peak6559	Elovl6 (+56585)
peak6560	Snx31 (-10211)
peak6561	Zdhhc19 (+24490)
peak6562	4933424G06Rik (+8856)
peak6563	Usf1 (+9)
peak6564	Dpy19l1 (-2124)
peak6565	C1qtnf9 (-35050)
peak6566	Cited2 (-887)
peak6567	Nfkb1 (+16637)
peak6568	Lasp1 (-139)
peak6569	Bcas3 (+54734)
peak6570	Gnaq (+38120)
peak6571	Cisd1 (+11697)
peak6572	Tpt1 (+7154)
peak6573	Tcp11 (+37104)
peak6574	Abca1 (-41866)
peak6575	Snx25 (+58867)
peak6576	Ncor1 (+69584)
peak6577	Frzb (-14385)
peak6578	Slc25a26 (+55169)
peak6579	Pde4d (+504684)
peak6580	Slc2a13 (-45)
peak6581	Efr3a (-55577)
peak6582	Ppp1r26 (-7019)
peak6583	Ptprn2 (-24)
peak6584	Il6 (-49418)
peak6585	Prkcq (-10564)
peak6586	Tmem179 (-6045)
peak6587	Arg1 (-88061)
peak6588	Tigd4 (+28653)
peak6589	Nrp2 (+126184)
peak6590	Kcnn4 (+8305)
peak6591	Bcl11b (+21117)
peak6592	Lmnb1 (+48551)
peak6593	Pspc1 (-317)
peak6594	Fam133b (-82723)
peak6595	Rad54l (-5934)
peak6596	Ssbp3 (-41677)
peak6597	Irak3 (+12953)
peak6598	Tnip2 (+12184)
peak6599	Cd44 (-80348)
peak6600	Ptprj (+33120)
peak6601	Mdm1 (-91316)
peak6602	Ppp1r32 (-14883)
peak6603	Tet2 (+17794)
peak6604	Slc3a2 (+11274)
peak6605	Ttc7 (+1102)
peak6606	Pmaip1 (-5290)
peak6607	Gne (+24264)
peak6608	Zc3h12c (-21554)
peak6609	Reep1 (+39373)
peak6610	Adipor2 (+21916)
peak6611	Sowahb (+89727)
peak6612	Fam133b (-40406)
peak6613	Fam117a (-309)
peak6614	Nhlrc2 (+23214)
peak6615	Rhbdd1 (+50498)
peak6616	Apba1 (+21494)
peak6617	Shc3 (+40424)
peak6618	Lrrfip1 (-46)
peak6619	Nup210 (+128128)
peak6620	Mapre2 (-49397)
peak6621	Zmiz1 (+29021)
peak6622	Plcb4 (+144475)
peak6623	Rgs3 (+61997)
peak6624	Rest (-13224)
peak6625	Ldlr (+6020)
peak6626	Klf16 (+7442)
peak6627	Mrps18a (-37156)
peak6628	Dlg4 (+10980)
peak6629	Swap70 (+37799)
peak6630	Zbtb17 (-73)
peak6631	Gimap7 (+7076)
peak6632	Il7r (-39757)
peak6633	Clnk (-69646)
peak6634	Zfp36l1 (+47786)
peak6635	Tecpr1 (+31)
peak6636	Rchy1 (+15807)
peak6637	Fam83f (-17808)
peak6638	Syt2 (+38444)
peak6639	Fam180a (+2333)
peak6640	Zfp36l2 (+144718)
peak6641	Slc4a11 (-36193)
peak6642	Irs2 (+36734)
peak6643	Tgfb1 (-130)
peak6644	4930486L24Rik (-6616)
peak6645	NONE
peak6646	F13a1 (-7570)
peak6647	Osbpl1a (+99951)
peak6648	Mllt10 (+53332)
peak6649	Stk31 (+117816)
peak6650	Lysmd3 (+6843)
peak6651	Clasp2 (+47046)
peak6652	Sfswap (+17121)
peak6653	Pcbp1 (-21621)
peak6654	Il6st (-37350)
peak6655	Cx3cr1 (-10327)
peak6656	Galnt10 (+24272)
peak6657	Serf1 (-23)
peak6658	Trp63 (-198383)
peak6659	Cflar (+31227)
peak6660	Smim23 (+61643)
peak6661	Rap2a (-72979)
peak6662	Prr36 (+15816)
peak6663	Nucb2 (-13119)
peak6664	Pias4 (-1468)
peak6665	Dedd2 (+11091)
peak6666	Actr3 (-31285)
peak6667	Ppp3ca (+29949)
peak6668	Klf6 (-452870)
peak6669	Sobp (+82676)
peak6670	Dapk2 (-15796)
peak6671	Rtp1 (-100791)
peak6672	Tsen15 (+17301)
peak6673	Actl11 (-5286)
peak6674	Dnajc5b (-72025)
peak6675	4932443I19Rik (-1876)
peak6676	Erc1 (+92083)
peak6677	Eif5b (+69)
peak6678	Rab4b (+216)
peak6679	Lcmt1 (+33293)
peak6680	Rnf152 (-17629)
peak6681	Rbm44 (+8477)
peak6682	Uaca (+178007)
peak6683	Hs2st1 (+38961)
peak6684	Epn2 (+15409)
peak6685	Tapt1 (-6565)
peak6686	Dnaja2 (-63572)
peak6687	Msmo1 (+7128)
peak6688	Fam210a (+65579)
peak6689	Cabp4 (+3949)
peak6690	Nf2 (+23182)
peak6691	Traf1 (-5501)
peak6692	She (-7602)
peak6693	Ikzf2 (+4633)
peak6694	Exoc6 (+9418)
peak6695	Vipr2 (+17979)
peak6696	Pcyt1a (+9272)
peak6697	Gata3 (+701772)
peak6698	Igsf9 (-520)
peak6699	Rccd1 (+10626)
peak6700	Kin (+6820)
peak6701	Stk17b (-107556)
peak6702	Il7r (-26342)
peak6703	Stox1 (+195)
peak6704	Inpp5a (+23442)
peak6705	Tacc1 (-39317)
peak6706	Fam46c (+122079)
peak6707	Sh3bp4 (+60158)
peak6708	Commd8 (-91303)
peak6709	Tnfsf14 (+5483)
peak6710	Gpsm2 (+182)
peak6711	Tbrg4 (-1968)
peak6712	Ldha (-14720)
peak6713	Kif13a (+88866)
peak6714	Csnk1g3 (+26089)
peak6715	Mn1 (+175550)
peak6716	Xpr1 (+67831)
peak6717	Nell2 (+252012)
peak6718	Tns3 (+220884)
peak6719	Gm9195 (-67146)
peak6720	Myo3b (+40782)
peak6721	Dusp4 (-277021)
peak6722	Adgrl2 (-433182)
peak6723	Suv39h2 (+21790)
peak6724	Plcl1 (+101336)
peak6725	3110082J24Rik (-20809)
peak6726	1810013L24Rik (-19144)
peak6727	Gm45233 (+8585)
peak6728	Anxa11 (+19875)
peak6729	Slfn2 (+2271)
peak6730	Fosl2 (-99824)
peak6731	Specc1l (+10238)
peak6732	Usp6nl (+6386)
peak6733	Gstm1 (-4)
peak6734	Tnk2 (+27871)
peak6735	Rasa1 (-218121)
peak6736	Csk (+5102)
peak6737	Cacna1b (-200)
peak6738	Clnk (-30109)
peak6739	Btg1 (+205826)
peak6740	Atp2a2 (+27075)
peak6741	Arntl (-23488)
peak6742	Gapvd1 (+127377)
peak6743	Pglyrp2 (-13716)
peak6744	Gstt3 (-4284)
peak6745	Ccr7 (-8182)
peak6746	Ildr1 (+26359)
peak6747	Abce1 (+32634)
peak6748	Ninl (+24)
peak6749	Senp5 (-6747)
peak6750	Il2 (+103)
peak6751	A930018P22Rik (+50047)
peak6752	Piezo1 (+3322)
peak6753	Smim14 (-9381)
peak6754	Tcf12 (+97114)
peak6755	Sptlc2 (+40117)
peak6756	Acvr2a (-563936)
peak6757	Kcna3 (+26731)
peak6758	Rab3c (+547537)
peak6759	Gdap2 (-20498)
peak6760	Vmn2r98 (-21887)
peak6761	Far1 (-15250)
peak6762	Dnah17 (-16996)
peak6763	Ndrg1 (-4353)
peak6764	Pik3r1 (+198896)
peak6765	Phlda1 (+113639)
peak6766	Ass1 (-27514)
peak6767	Psd4 (+17627)
peak6768	Me2 (-20130)
peak6769	Camk2b (+47054)
peak6770	Eps8l3 (-14562)
peak6771	Ankrd44 (+79713)
peak6772	Tm4sf19 (+1200)
peak6773	Uaca (+70329)
peak6774	Thap4 (+27644)
peak6775	Edc4 (-6141)
peak6776	Traf3ip2 (-48038)
peak6777	Ugcg (+86461)
peak6778	Vmn2r100 (-59759)
peak6779	Rpl9-ps6 (+56823)
peak6780	Ero1lb (+9264)
peak6781	Rbms1 (+80088)
peak6782	Tmem38b (+94823)
peak6783	Fam160b1 (-16914)
peak6784	Tox (+20066)
peak6785	Rnf19b (-25481)
peak6786	Crybg1 (+5740)
peak6787	Cdk14 (+59135)
peak6788	Sel1l (-688601)
peak6789	Hipk3 (+35664)
peak6790	Pilra (+18616)
peak6791	Ifngr1 (-62169)
peak6792	Cd83 (+387085)
peak6793	Galnt1 (+38535)
peak6794	Taok3 (+38497)
peak6795	Mrpl22 (+12039)
peak6796	Gtsf1l (-15568)
peak6797	Baiap2 (+48645)
peak6798	Relt (+23213)
peak6799	Ndufb6 (-77865)
peak6800	Crhr1 (-75530)
peak6801	Ppp1r18 (+3759)
peak6802	Cish (+10175)
peak6803	Chd2 (+63704)
peak6804	Cd86 (-748)
peak6805	Bbs4 (-9581)
peak6806	Ppm1e (-94)
peak6807	Fam50b (-23997)
peak6808	Ahcyl2 (+73370)
peak6809	Asxl2 (+14655)
peak6810	Kremen1 (+41937)
peak6811	Tmem176a (+5488)
peak6812	Nfe2l3 (-332541)
peak6813	Tgfbr2 (+60725)
peak6814	Lmntd1 (+17405)
peak6815	Prkar2b (+45729)
peak6816	Lmntd1 (+16880)
peak6817	Sergef (+37384)
peak6818	Osgin1 (-20241)
peak6819	Runx3 (-40048)
peak6820	Myo15b (+11245)
peak6821	Nfatc4 (-3652)
peak6822	Gpx3 (+1643)
peak6823	Prkar1a (+22540)
peak6824	Shb (-963)
peak6825	Dgkd (+32412)
peak6826	Desi2 (+30838)
peak6827	Myc (+497173)
peak6828	Rgag4 (+11461)
peak6829	Bod1 (-88188)
peak6830	Ubr1 (+37338)
peak6831	Peg10 (+58543)
peak6832	Bmpr1a (+54875)
peak6833	Egln1 (+22467)
peak6834	Epas1 (+48169)
peak6835	Lpin2 (+11045)
peak6836	Nek7 (+23279)
peak6837	Mgat5 (+220160)
peak6838	Rpl3 (+22035)
peak6839	Ndufs1 (+10)
peak6840	Kbtbd2 (-438)
peak6841	Psd2 (+60880)
peak6842	5730522E02Rik (+853020)
peak6843	Zbtb32 (-7305)
peak6844	Plcl2 (+71041)
peak6845	Thra (-1209)
peak6846	Nars2 (-4792)
peak6847	Foxo1 (+128174)
peak6848	Rapgef2 (-102951)
peak6849	Ang (-6794)
peak6850	Ttc39b (-3862)
peak6851	Atxn1 (+127280)
peak6852	Atp6v1e1 (+22797)
peak6853	Zdhhc23 (-6482)
peak6854	NONE
peak6855	Nsun3 (+28276)
peak6856	Kif2a (-41457)
peak6857	Maf (-171436)
peak6858	Gsk3b (+20484)
peak6859	Sar1a (-10216)
peak6860	Cfap46 (-35242)
peak6861	9130230L23Rik (-54694)
peak6862	Tspan3 (-112706)
peak6863	Zc3h12c (-71362)
peak6864	Tnip2 (+40142)
peak6865	Cd274 (-2158)
peak6866	Ccdc12 (-101)
peak6867	Ccdc88c (+10961)
peak6868	Rab3c (+372348)
peak6869	Acvr1b (+6405)
peak6870	Susd3 (-23732)
peak6871	Asap3 (-51)
peak6872	Kcng3 (-15084)
peak6873	Slc6a5 (-40390)
peak6874	5730522E02Rik (+852744)
peak6875	Rnls (+125113)
peak6876	Col5a1 (-101433)
peak6877	Pla2g4c (-16030)
peak6878	Sept7 (+65846)
peak6879	Wwox (+538056)
peak6880	Cubn (+74834)
peak6881	Tmod3 (+17855)
peak6882	Cited2 (-173102)
peak6883	Erbb3 (-64)
peak6884	Zfp36l1 (-2765)
peak6885	Plxnc1 (+115244)
peak6886	Mgst2 (-6408)
peak6887	Clic6 (+123121)
peak6888	Gpr84 (+5179)
peak6889	Adsl (-84600)
peak6890	Jarid2 (+39804)
peak6891	Hmgn3 (+44673)
peak6892	Sgcg (+19524)
peak6893	Klhl2 (+28873)
peak6894	Gpr15 (+21749)
peak6895	Gmpr (+158022)
peak6896	Fosl2 (-79900)
peak6897	Zc3h12c (-25969)
peak6898	Cald1 (+12095)
peak6899	Nphp1 (+28079)
peak6900	Arhgef7 (+39472)
peak6901	Itpkb (+60033)
peak6902	Mrps10 (-147601)
peak6903	Atg7 (+13900)
peak6904	Dhx15 (+74392)
peak6905	Neb (-1181)
peak6906	Cdkn2aipnl (-51478)
peak6907	Dad1 (+211593)
peak6908	Phlda1 (+69763)
peak6909	Fank1 (+169607)
peak6910	Gzma (-4015)
peak6911	Tmem44 (+58667)
peak6912	Enoph1 (+44493)
peak6913	Hectd4 (+78734)
peak6914	Tmem184b (-11388)
peak6915	Commd8 (+6973)
peak6916	Arid1b (-752)
peak6917	Trp53inp1 (+2528)
peak6918	Dbp (-111)
peak6919	Ildr1 (-9059)
peak6920	Adrb2 (+10472)
peak6921	Calca (-10114)
peak6922	Chst14 (+35218)
peak6923	Tbc1d14 (+11484)
peak6924	Tmco4 (+225)
peak6925	Nfe2l1 (+7157)
peak6926	Pip5k1b (+26818)
peak6927	Mapk13 (-32636)
peak6928	Mt2 (-1027)
peak6929	Dhrs3 (+5000)
peak6930	Akap13 (+155062)
peak6931	Khnyn (+399)
peak6932	Lta4h (-1240)
peak6933	C1galt1 (+8892)
peak6934	Il12a (-148098)
peak6935	Map3k7 (-22419)
peak6936	Unc93a (-13026)
peak6937	Ddx59 (-20578)
peak6938	Hemk1 (+3685)
peak6939	Hoxa1 (-69)
peak6940	Arhgap10 (+84505)
peak6941	Galnt3 (-17306)
peak6942	Fbln1 (+44558)
peak6943	Csl (+47886)
peak6944	Mapk1 (+26852)
peak6945	Atp4a (+5330)
peak6946	Tpt1 (+18726)
peak6947	Myom3 (+2983)
peak6948	Ghsr (+83610)
peak6949	Capn8 (-9936)
peak6950	Fam110a (-436)
peak6951	Spag1 (+35346)
peak6952	Arl4c (-6935)
peak6953	Serinc3 (+11804)
peak6954	Ccdc142 (-5905)
peak6955	Ccdc115 (+6266)
peak6956	Ccdc142 (-5499)
peak6957	Slc9a3r1 (-459)
peak6958	Zdhhc18 (+12609)
peak6959	Lpin2 (+20017)
peak6960	Pik3r1 (+9994)
peak6961	Pstpip1 (+14516)
peak6962	Stmnd1 (+64377)
peak6963	9030617O03Rik (+58323)
peak6964	Creg1 (+11982)
peak6965	Lrrc57 (+9595)
peak6966	Dcbld2 (+24969)
peak6967	Maf (+617812)
peak6968	Ptpn3 (+13763)
peak6969	Atg10 (-22971)
peak6970	Bmp2k (-17303)
peak6971	Gata3 (+160497)
peak6972	Slc43a2 (+7004)
peak6973	Mycbp2 (-2889)
peak6974	Dedd2 (+15140)
peak6975	Vsir (+5189)
peak6976	Ccdc88c (+34784)
peak6977	Flrt1 (-38318)
peak6978	Nlrp1b (-1435)
peak6979	Slc25a33 (+14454)
peak6980	Bhlhe41 (+30061)
peak6981	Cep68 (+18037)
peak6982	Saraf (+121927)
peak6983	Pdia3 (-210)
peak6984	Enc1 (-2307)
peak6985	Gna13 (+6493)
peak6986	Plxna1 (+104299)
peak6987	Hhat (+25581)
peak6988	Trmt61a (+8460)
peak6989	Tom1l2 (+47161)
peak6990	Ece1 (+51232)
peak6991	Traf3ip2 (-41787)
peak6992	Papss1 (-74432)
peak6993	Fli1 (+3245)
peak6994	Vamp4 (+1025)
peak6995	Spaca6 (+6962)
peak6996	Gdf6 (-73096)
peak6997	Atp2c1 (+59608)
peak6998	Zc3h12c (-13238)
peak6999	Il18 (+4975)
peak7000	Dpp4 (+61759)
peak7001	Hacd2 (+52202)
peak7002	Gtdc1 (+56871)
peak7003	Irak1bp1 (-13954)
peak7004	Kit (-157786)
peak7005	Klhl12 (-19983)
peak7006	Fasl (+21273)
peak7007	Add3 (+53826)
peak7008	Exoc6 (+11342)
peak7009	Aven (+24391)
peak7010	Retreg1 (+49888)
peak7011	Por (+13773)
peak7012	Tbc1d1 (+218477)
peak7013	Alx3 (-16950)
peak7014	Ehd3 (+17466)
peak7015	Arhgef3 (-45404)
peak7016	Nrip1 (+60842)
peak7017	Vmn1r15 (+13957)
peak7018	Camk1 (-35)
peak7019	Fyn (+65826)
peak7020	Muc20 (-3459)
peak7021	Cdk5r1 (+125791)
peak7022	Klrb1f (-52974)
peak7023	Adora2b (-61706)
peak7024	Irf8 (+151815)
peak7025	Slc25a48 (+18211)
peak7026	Lyrm4 (-14528)
peak7027	Tomm20 (+63855)
peak7028	Dusp5 (+7767)
peak7029	Ets1 (+232800)
peak7030	Orm2 (+18343)
peak7031	Dph5 (-72502)
peak7032	Galc (+3662)
peak7033	Scn3b (+79772)
peak7034	Smad7 (-120481)
peak7035	Ccr6 (-32680)
peak7036	Cep57l1 (+61306)
peak7037	Klf9 (-136)
peak7038	Ppp1r26 (-94805)
peak7039	Prune2 (-171)
peak7040	Gemin8 (+59401)
peak7041	Pign (+98444)
peak7042	Kif16b (-27930)
peak7043	Npnt (+23892)
peak7044	Eaf1 (+1292)
peak7045	Lgals3 (-14020)
peak7046	Dock5 (+46434)
peak7047	N4bp2l1 (+8324)
peak7048	Btbd9 (+212734)
peak7049	Ctsh (+6818)
peak7050	Synj2 (+52279)
peak7051	Rbms1 (-22927)
peak7052	H2al1j (+59260)
peak7053	Galm (+3436)
peak7054	Smchd1 (-11101)
peak7055	Kcna4 (-62171)
peak7056	Hormad2 (+11995)
peak7057	9930022D16Rik (-3232)
peak7058	Lmod3 (-56640)
peak7059	Mex3c (-30798)
peak7060	Rcan3 (-6412)
peak7061	Plxna1 (-50068)
peak7062	Arglu1 (-294405)
peak7063	Pmp22 (+224230)
peak7064	Scgn (-112983)
peak7065	Adam3 (-37)
peak7066	Ccr1 (-15)
peak7067	Il33 (-58144)
peak7068	Rad54b (-22328)
peak7069	Podn (-26229)
peak7070	Gnrh1 (+57685)
peak7071	Il9r (+37880)
peak7072	Spata13 (-33590)
peak7073	Tfap4 (-17290)
peak7074	Apon (+2343)
peak7075	Cemip (-249)
peak7076	Plcb1 (-145)
peak7077	Zc3h12d (-6184)
peak7078	Aox1 (-145)
peak7079	Smco4 (+40872)
peak7080	Cfap126 (-7593)
peak7081	Psen2 (+2903)
peak7082	Ankrd55 (-1460)
peak7083	Vcpkmt (+44815)
peak7084	Fnbp1 (+10825)
peak7085	Pdlim1 (+3982)
peak7086	Frmd4a (+76871)
peak7087	Ptpn1 (+17122)
peak7088	Sun2 (+2945)
peak7089	Hist2h4 (+6966)
peak7090	Nceh1 (+27057)
peak7091	Gusb (+568)
peak7092	Tesc (+17919)
peak7093	Atf7ip (+35189)
peak7094	Timm8a2 (+22367)
peak7095	Ly6e (+502)
peak7096	Rpl10-ps3 (-71872)
peak7097	Prm1 (-18025)
peak7098	Tcstv3 (+2472)
peak7099	Fyn (+65524)
peak7100	Nfkbiz (+123933)
peak7101	Sox5 (-56577)
peak7102	Cnot6 (-7315)
peak7103	Rbm33 (+12434), Shh (+137645)
peak7104	Ahcyl2 (+29291)
peak7105	Sc5d (+14881)
peak7106	Lpl (+73795)
peak7107	Ppm1l (-42011)
peak7108	Cxcl1 (-16689)
peak7109	Med13l (-111419)
peak7110	Mpnd (+12200)
peak7111	Irak3 (+8243)
peak7112	Ago2 (+8769)
peak7113	Gpr171 (+474)
peak7114	Eif3f (+20085)
peak7115	Tubb6 (-20951)
peak7116	Spred2 (+73757)
peak7117	Nav2 (-28636)
peak7118	Etnk1 (+198756)
peak7119	Col15a1 (+53981)
peak7120	Hpcal4 (+154)
peak7121	Il1f10 (+26908)
peak7122	Tox (+75607)
peak7123	Ggps1 (+6407)
peak7124	Creb1 (+19309)
peak7125	Setx (+55031)
peak7126	Ecm2 (-33760)
peak7127	Kdm6a (+14902)
peak7128	Zdhhc17 (-21497)
peak7129	Rasd2 (+20217)
peak7130	Naip2 (-8647)
peak7131	Efl1 (+632)
peak7132	Dnmt3a (-26571)
peak7133	Crmp1 (+4693)
peak7134	Grap (-10972)
peak7135	Abhd17b (+60457)
peak7136	Smurf2 (-38166)
peak7137	Irf2bpl (+24526)
peak7138	Maf (-38097)
peak7139	Fam133b (-41111)
peak7140	Zbtb38 (+38521)
peak7141	Osbpl3 (-7665)
peak7142	Chst11 (+49585)
peak7143	Rpl37a (-3566)
peak7144	Crybg1 (+24041)
peak7145	Parp8 (+1117)
peak7146	Csnk1g2 (-4387)
peak7147	Sirt4 (-5250)
peak7148	Lpp (+113655)
peak7149	Gpbar1 (-9565)
peak7150	Lrrc8d (-63650)
peak7151	Mfsd4b5 (-4615)
peak7152	Rasgrp1 (-56715)
peak7153	Slc25a13 (+212289)
